longitude,latitude,elevation,prec_annual_mm,tmax_mean_c,NDVI,Red,Green,Blue,eco_values,Temperatur,Moisture,Landcover,Landforms,Climate_Re,W_Ecosystm
3.8,49.3,68.85,66.3964,11.4295,0.607836,13,170,51,154,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
3.8,49.4,49.2,55.7647,10.6898,0.478178,39,116,52,131,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
3.8,49.5,122.43,103.4199,11.1106,0.328244,51,101,54,146,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.8,49.6,50.9,66.6504,10.8212,0.566895,86,142,39,169,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.8,49.7,77.42,90.3165,11.6384,0.46986,76,160,78,154,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.8,49.8,164.21,91.2185,10.2892,0.554137,54,174,69,145,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
3.8,49.9,51.43,86.5876,11.0104,0.447623,31,129,52,126,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.8,50.0,95.31,60.0105,10.7963,0.652204,53,156,63,187,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.8,50.1,144.92,96.376,10.5981,0.747274,88,106,78,153,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.8,50.2,0.26,92.6986,10.6208,0.533371,105,122,79,150,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.8,50.3,53.84,77.8249,9.5839,0.528649,69,129,56,167,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.8,50.4,28.06,83.3639,10.1459,0.36654,93,149,97,155,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.8,50.5,70.59,70.2641,10.2525,0.38529,116,111,65,152,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.8,50.6,20.73,89.1768,11.122,0.542761,87,153,80,159,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.8,50.7,170.59,116.2138,9.9606,0.536311,109,84,81,150,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
3.8,50.8,31.88,64.5971,9.6696,0.518838,109,163,70,169,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.8,50.9,0,76.1485,11.1287,0.476235,73,92,50,140,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
3.8,51.0,0,53.322,10.4854,0.675888,20,159,66,162,Cool Temperate,Dry,Cropland,Plains,Cool Temperate Dry,Cool Temperate Dry Cropland on Plains
3.9,41.5,899.94,61.1838,12.8248,0.62982,38,114,68,117,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
3.9,41.6,638.72,88.5658,14.7572,0.870238,77,153,54,145,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
3.9,41.7,549.56,83.8116,14.7689,0.453393,132,128,70,119,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,Cool Temperate Moist Forest on Tablelands
3.9,41.8,368.34,68.1756,15.9298,0.536351,96,150,36,153,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
3.9,41.9,935.62,52.7623,11.253,0.521215,115,156,75,147,Cool Temperate,Dry,Forest,Mountains,Cool Temperate Dry,Cool Temperate Dry Forest on Mountains
3.9,42.0,985.34,66.1055,12.772,0.708019,136,132,62,144,Cool Temperate,Moist,Shrubland,Mountains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Mountains
3.9,42.1,630.29,72.9896,12.1415,0.41121,86,126,18,183,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
3.9,42.2,725.86,66.8271,13.9084,0.529376,86,133,71,139,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,Cool Temperate Moist Settlement on Hills
3.9,42.3,640.79,76.3964,13.5641,0.588105,109,121,89,170,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
3.9,42.4,193.49,108.5691,16.3894,0.521882,36,138,71,115,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,Warm Temperate Moist Cropland on Hills
3.9,42.5,1181.88,56.4947,10.2896,0.42061,66,127,16,151,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,Cool Temperate Moist Forest on Mountains
3.9,42.6,448.3,83.3003,15.1318,0.414917,43,151,59,147,Warm Temperate,Moist,Grassland,Tablelands,Warm Temperate Moist,Warm Temperate Moist Grassland on Tablelands
3.9,42.7,660.19,87.2256,13.3341,0.454556,110,174,33,190,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
3.9,42.8,357.65,58.3275,15.2823,0.621009,33,85,56,132,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,Warm Temperate Moist Cropland on Hills
3.9,42.9,731.58,48.0486,12.7346,0.765315,112,83,74,112,Cool Temperate,Dry,Shrubland,Tablelands,Cool Temperate Dry,Cool Temperate Dry Shrubland on Tablelands
3.9,43.0,985.42,69.3337,11.9607,0.550837,111,148,58,171,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,Cool Temperate Moist Forest on Mountains
3.9,43.1,843.48,124.1219,12.0225,0.585534,28,197,67,154,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
3.9,43.2,754.84,84.6751,12.011,0.401092,53,136,82,156,Cool Temperate,Moist,Grassland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Grassland on Tablelands
3.9,43.3,722.19,67.0438,12.9945,0.555202,91,130,62,129,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Cropland on Tablelands
3.9,43.4,478.23,91.8333,13.9048,0.639972,84,112,57,190,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
3.9,43.5,32.68,87.7765,15.8274,0.449247,20,158,25,159,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
3.9,43.6,24.09,100.9804,17.0102,0.569584,143,112,35,167,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
3.9,43.7,152.69,55.2761,15.4679,0.554336,88,134,62,141,Warm Temperate,Moist,Grassland,Hills,Warm Temperate Moist,Warm Temperate Moist Grassland on Hills
3.9,43.8,0,69.4059,15.8762,0.648748,12,122,21,131,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
3.9,43.9,50.01,92.3262,16.1019,0.643493,77,100,58,168,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
3.9,44.0,136.14,94.8305,15.7516,0.508381,99,99,74,172,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
3.9,44.1,388.14,88.3161,14.2111,0.515403,5,116,52,160,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,44.2,326.49,73.995,13.4872,0.634407,57,197,52,190,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
3.9,44.3,333.3,80.6392,13.5523,0.740191,40,149,8,149,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
3.9,44.4,547.36,68.221,12.6692,0.536711,14,137,81,124,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
3.9,44.5,415.26,79.0906,13.8458,0.411471,71,138,78,163,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
3.9,44.6,527.68,65.0041,12.1514,0.535595,73,120,56,126,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
3.9,44.7,242.69,81.4943,15.1691,0.493782,86,146,70,149,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
3.9,44.8,648.13,85.3934,12.0804,0.357531,105,177,36,134,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
3.9,44.9,227.77,61.3221,14.3579,0.608233,31,130,31,111,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
3.9,45.0,466.12,102.1192,13.4126,0.546233,35,116,55,122,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
3.9,45.1,685.48,108.1998,9.9403,0.75714,92,152,53,132,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
3.9,45.2,659.47,86.6497,11.7418,0.517886,63,156,56,151,Cool Temperate,Moist,Grassland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Grassland on Tablelands
3.9,45.3,293.23,70.7627,12.8924,0.417195,98,87,28,146,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
3.9,45.4,389.06,92.1939,13.3338,0.495707,66,142,90,123,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
3.9,45.5,346.05,44.9439,12.2291,0.573319,85,143,70,153,Cool Temperate,Dry,Cropland,Plains,Cool Temperate Dry,Cool Temperate Dry Cropland on Plains
3.9,45.6,489.58,78.6119,13.4118,0.296496,79,150,47,173,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
3.9,45.7,418.03,103.0426,12.6238,0.392113,49,136,61,146,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Cropland on Tablelands
3.9,45.8,545.29,42.9448,11.2538,0.529454,108,116,57,126,Cool Temperate,Dry,Forest,Tablelands,Cool Temperate Dry,Cool Temperate Dry Forest on Tablelands
3.9,45.9,421.96,65.9267,11.9992,0.648588,105,98,63,145,Cool Temperate,Moist,Settlement,Tablelands,Cool Temperate Moist,Cool Temperate Moist Settlement on Tablelands
3.9,46.0,310.37,115.7779,13.5044,0.490879,45,126,34,181,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
3.9,46.1,235.06,77.3989,12.6827,0.54266,73,153,107,157,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
3.9,46.2,168.01,62.4645,13.5675,0.713633,58,162,3,140,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,46.3,529.57,72.2995,11.5169,0.563203,65,121,81,140,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
3.9,46.4,340.58,71.7135,12.3193,0.515384,37,157,108,151,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
3.9,46.5,136.32,120.9752,13.0627,0.529063,76,122,114,183,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,46.6,42.29,78.474,14.2964,0.579448,82,127,73,135,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
3.9,46.7,138.52,89.0432,12.5763,0.817094,56,119,57,146,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,46.8,100.51,94.7728,13.2627,0.563352,103,166,96,147,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
3.9,46.9,0,82.2889,13.6137,0.605322,61,140,100,159,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
3.9,47.0,0,99.1277,12.8667,0.453965,56,164,40,170,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
3.9,47.1,85.4,51.9857,12.4488,0.716079,108,150,93,179,Cool Temperate,Dry,Cropland,Plains,Cool Temperate Dry,Cool Temperate Dry Cropland on Plains
3.9,47.2,27.05,66.5606,13.7896,0.439196,49,81,82,153,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,47.3,91.14,75.9263,12.8725,0.572529,95,172,61,156,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
3.9,47.4,83.86,53.8838,12.4857,0.631569,111,141,29,110,Cool Temperate,Dry,Forest,Plains,Cool Temperate Dry,Cool Temperate Dry Forest on Plains
3.9,47.5,58.21,63.8012,13.0351,0.575362,109,89,87,174,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,47.6,77.46,91.3988,12.5473,0.568799,36,196,29,156,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,47.7,85.44,84.9918,12.5848,0.478575,86,129,71,165,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,47.8,138.33,104.1879,12.5517,0.576321,86,66,72,133,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,47.9,68.92,82.2602,11.9371,0.424261,96,119,54,116,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,48.0,77.17,46.8728,12.5301,0.556103,30,119,53,136,Cool Temperate,Dry,Cropland,Plains,Cool Temperate Dry,Cool Temperate Dry Cropland on Plains
3.9,48.1,15.88,52.2221,12.5788,0.515328,102,112,6,166,Cool Temperate,Dry,Cropland,Plains,Cool Temperate Dry,Cool Temperate Dry Cropland on Plains
3.9,48.2,28.23,89.0943,12.1779,0.688162,68,147,65,182,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,48.3,96.21,60.2374,12.4651,0.304105,106,73,98,127,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,48.4,19.06,113.2653,12.7916,0.454831,82,130,40,145,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,48.5,0,71.7615,13.173,0.558527,31,113,53,143,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,48.6,34.93,101.9069,12.4583,0.468133,97,173,53,141,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,48.7,10.44,91.5868,12.4185,0.627953,52,186,56,147,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,48.8,26.63,68.8889,11.9726,0.351147,25,166,30,121,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
3.9,48.9,81.75,96.3334,11.4396,0.402255,27,207,74,115,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,49.0,54.78,66.8839,11.3062,0.575243,96,121,30,136,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,49.1,54.58,81.7901,11.0813,0.539958,98,159,76,152,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,49.2,0,74.7729,11.1518,0.401592,108,158,60,186,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,49.3,41.86,79.5865,11.6994,0.524265,67,130,95,173,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,49.4,66.54,60.455,10.8436,0.514924,68,148,43,116,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
3.9,49.5,136.92,58.7686,10.3828,0.647353,98,96,55,183,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,49.6,34.52,103.8712,11.7564,0.655107,84,109,17,149,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,49.7,113.37,70.1414,10.0886,0.437838,70,161,59,138,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,49.8,0.7,60.5891,11.7924,0.582661,79,142,96,96,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,49.9,54.37,49.4871,10.9705,0.570131,78,143,80,127,Cool Temperate,Dry,Cropland,Plains,Cool Temperate Dry,Cool Temperate Dry Cropland on Plains
3.9,50.0,0,85.2007,10.6886,0.665877,96,168,24,186,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
3.9,50.1,57.87,65.3581,11.1679,0.668665,72,157,73,173,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,50.2,92.74,76.5668,9.6164,0.51815,80,192,36,131,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,50.3,1.61,62.0046,10.6761,0.589858,96,165,91,161,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
3.9,50.4,43.7,87.1418,10.7167,0.566144,56,129,93,122,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,50.5,84.33,82.74,10.313,0.827851,93,135,60,144,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,50.6,62.94,70.8151,9.984,0.607385,48,118,31,147,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
3.9,50.7,0,94.2776,10.8946,0.908378,78,124,53,161,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
3.9,50.8,159.71,91.4548,9.5792,0.782706,84,142,84,190,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
3.9,50.9,101.28,68.3093,9.9606,0.509053,84,192,53,120,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
3.9,51.0,45.43,71.8283,10.9607,0.450046,61,122,41,124,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
4.0,41.5,612.54,70.9711,14.2084,0.441695,112,157,68,155,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
4.0,41.6,251.37,73.7147,17.1103,0.557527,136,147,60,170,Warm Temperate,Moist,Settlement,Plains,Warm Temperate Moist,Warm Temperate Moist Settlement on Plains
4.0,41.7,1171.75,87.7832,10.8964,0.49194,72,103,144,180,Cool Temperate,Moist,Settlement,Mountains,Cool Temperate Moist,Cool Temperate Moist Settlement on Mountains
4.0,41.8,419.15,71.2398,14.5254,0.553393,53,104,23,112,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
4.0,41.9,378.37,73.712,15.7969,0.498786,85,125,56,174,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
4.0,42.0,163.02,38.6458,16.6295,0.410792,93,136,78,177,Warm Temperate,Dry,Shrubland,Hills,Warm Temperate Dry,Warm Temperate Dry Shrubland on Hills
4.0,42.1,1256.76,30.0147,9.6366,0.362803,84,132,93,190,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
4.0,42.2,348.18,57.5572,14.4453,0.417901,77,130,56,136,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
4.0,42.3,782.08,88.9247,12.2195,0.617988,48,147,26,135,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Cropland on Tablelands
4.0,42.4,194.76,73.7484,16.2072,0.706218,88,132,82,156,Warm Temperate,Moist,Cropland,Hills,Warm Temperate Moist,Warm Temperate Moist Cropland on Hills
4.0,42.5,683.98,83.1498,13.4634,0.703803,107,145,13,139,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
4.0,42.6,907.38,101.053,11.7372,0.518472,19,198,80,178,Cool Temperate,Moist,Shrubland,Mountains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Mountains
4.0,42.7,785.14,56.2812,12.5237,0.55969,132,104,86,140,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
4.0,42.8,53.55,84.9257,16.4479,0.359255,55,139,34,165,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
4.0,42.9,721.14,80.6789,13.0803,0.665075,77,123,42,133,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
4.0,43.0,885.97,81.4152,11.4532,0.49044,130,97,28,165,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,Cool Temperate Moist Grassland on Mountains
4.0,43.1,525.37,69.3393,13.8571,0.719665,85,154,57,143,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
4.0,43.2,883.81,57.4946,10.826,0.484528,110,129,30,147,Cool Temperate,Moist,Shrubland,Mountains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Mountains
4.0,43.3,671.2,75.1812,12.2294,0.570752,65,142,61,161,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
4.0,43.4,767.83,104.3957,11.5628,0.618693,134,127,95,156,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
4.0,43.5,72.89,90.8841,15.966,0.61825,37,144,55,150,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
4.0,43.6,141.22,65.9678,15.5315,0.567762,110,122,65,96,Warm Temperate,Moist,Forest,Plains,Warm Temperate Moist,Warm Temperate Moist Forest on Plains
4.0,43.7,164.14,53.9198,15.3371,0.363905,85,136,130,129,Warm Temperate,Dry,Cropland,Hills,Warm Temperate Dry,Warm Temperate Dry Cropland on Hills
4.0,43.8,83.72,79.1849,16.4658,0.660889,107,149,107,169,Warm Temperate,Moist,Shrubland,Plains,Warm Temperate Moist,Warm Temperate Moist Shrubland on Plains
4.0,43.9,0,79.8923,15.6038,0.620935,68,142,74,124,Warm Temperate,Moist,Grassland,Plains,Warm Temperate Moist,Warm Temperate Moist Grassland on Plains
4.0,44.0,37.6,62.6835,15.3533,0.385171,24,146,83,140,Warm Temperate,Moist,Cropland,Plains,Warm Temperate Moist,Warm Temperate Moist Cropland on Plains
4.0,44.1,588.89,59.9927,12.1365,0.199988,109,110,80,158,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
4.0,44.2,440.29,64.7694,13.7184,0.514431,61,175,44,175,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,Cool Temperate Moist Forest on Tablelands
4.0,44.3,404.23,92.4457,13.1021,0.65277,114,118,68,190,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Cropland on Tablelands
4.0,44.4,590.55,84.7356,12.0254,0.409788,42,99,71,153,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,Cool Temperate Moist Forest on Tablelands
4.0,44.5,602.29,97.7752,12.0188,0.616183,70,116,99,131,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
4.0,44.6,632.93,66.1124,12.0743,0.374897,109,136,95,165,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Cropland on Tablelands
4.0,44.7,682.73,80.6259,11.4909,0.565278,50,119,91,162,Cool Temperate,Moist,Grassland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Grassland on Tablelands
4.0,44.8,217.3,80.1131,14.1581,0.575271,112,120,78,163,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
4.0,44.9,267.85,50.4141,13.6004,0.497555,79,100,64,169,Cool Temperate,Dry,Grassland,Hills,Cool Temperate Dry,Cool Temperate Dry Grassland on Hills
4.0,45.0,360.18,82.6237,12.6303,0.39648,109,156,107,151,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
4.0,45.1,598.87,88.1704,11.1485,0.725403,82,130,56,143,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
4.0,45.2,424.35,77.9232,12.5914,0.58983,89,171,50,141,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Cropland on Tablelands
4.0,45.3,212.56,59.1544,13.9299,0.601161,53,133,110,147,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
4.0,45.4,330.62,87.8556,13.6741,0.347195,79,148,36,122,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
4.0,45.5,282.1,69.3568,13.5398,0.634622,63,144,53,150,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,Cool Temperate Moist Settlement on Hills
4.0,45.6,487.0,88.1097,11.7119,0.568575,123,167,81,174,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Cropland on Tablelands
4.0,45.7,355.49,78.9078,11.8378,0.25975,95,125,83,135,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
4.0,45.8,352.68,58.8439,11.7576,0.573887,67,142,32,158,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
4.0,45.9,193.3,92.4777,14.1217,0.506925,44,146,82,155,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
4.0,46.0,524.15,60.3961,10.6346,0.586995,81,167,64,148,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
